ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
HEBREW-5_ear-1,,HEBREW,5_ear,אוזן,אוזן,,,Tjuka2019,,,,
TURKISH-5_ear-1,,TURKISH,5_ear,kulak,kulak,,,Tjuka2019,,,,
MALAY-5_ear-1,,MALAY,5_ear,telinga,telinga,,,Tjuka2019,,,,
GERMAN-6_eye-1,,GERMAN,6_eye,Auge,Auge,,,Tjuka2019,,,,
ENGLISH-6_eye-1,,ENGLISH,6_eye,eye,eye,,,Tjuka2019,,,,
WOLOF-6_eye-1,,WOLOF,6_eye,bët,bët,,,Tjuka2019,,,,
CZECH-6_eye-1,,CZECH,6_eye,oko,oko,,,Tjuka2019,,,,
MARATHI-6_eye-1,,MARATHI,6_eye,डोळा,डोळा,,,Tjuka2019,,,,
VIETNAMESE-6_eye-1,,VIETNAMESE,6_eye,mắt,mắt,,,Tjuka2019,,,,
GREEK-6_eye-1,,GREEK,6_eye,μάτι,μάτι,,,Tjuka2019,,,,
PERSIAN-6_eye-1,,PERSIAN,6_eye,چشم,چشم,,,Tjuka2019,,,,
CHINESE-6_eye-1,,CHINESE,6_eye,眼,眼,,,Tjuka2019,,,,
KHOEKHOE-6_eye-1,,KHOEKHOE,6_eye,mûs,mûs,,,Tjuka2019,,,,
HUNGARIAN-6_eye-1,,HUNGARIAN,6_eye,szem,szem,,,Tjuka2019,,,,
JAPANESE-6_eye-1,,JAPANESE,6_eye,眼,眼,,,Tjuka2019,,,,
HEBREW-6_eye-1,,HEBREW,6_eye,עין,עין,,,Tjuka2019,,,,
TURKISH-6_eye-1,,TURKISH,6_eye,göz,göz,,,Tjuka2019,,,,
MALAY-6_eye-1,,MALAY,6_eye,mata,mata,,,Tjuka2019,,,,
GERMAN-7_face-1,,GERMAN,7_face,Gesicht,Gesicht,,,Tjuka2019,,,,
ENGLISH-7_face-1,,ENGLISH,7_face,face,face,,,Tjuka2019,,,,
WOLOF-7_face-1,,WOLOF,7_face,kanam,kanam,,,Tjuka2019,,,,
CZECH-7_face-1,,CZECH,7_face,obličej,obličej,,,Tjuka2019,,,,
MARATHI-7_face-1,,MARATHI,7_face,चेहरा,चेहरा,,,Tjuka2019,,,,
VIETNAMESE-7_face-1,,VIETNAMESE,7_face,mặt,mặt,,,Tjuka2019,,,,
GREEK-7_face-1,,GREEK,7_face,πρόσωπο,πρόσωπο,,,Tjuka2019,,,,
PERSIAN-7_face-1,,PERSIAN,7_face,صورت,صورت,,,Tjuka2019,,,,
CHINESE-7_face-1,,CHINESE,7_face,脸/面,脸,,,Tjuka2019,,,,
CHINESE-7_face-2,,CHINESE,7_face,脸/面,面,,,Tjuka2019,,,,
KHOEKHOE-7_face-1,,KHOEKHOE,7_face,ais,ais,,,Tjuka2019,,,,
HUNGARIAN-7_face-1,,HUNGARIAN,7_face,arc,arc,,,Tjuka2019,,,,
JAPANESE-7_face-1,,JAPANESE,7_face,顔,顔,,,Tjuka2019,,,,
HEBREW-7_face-1,,HEBREW,7_face,פנים,פנים,,,Tjuka2019,,,,
TURKISH-7_face-1,,TURKISH,7_face,yüz,yüz,,,Tjuka2019,,,,
MALAY-7_face-1,,MALAY,7_face,wajah/muka,wajah,,,Tjuka2019,,,,
MALAY-7_face-2,,MALAY,7_face,wajah/muka,muka,,,Tjuka2019,,,,
GERMAN-8_finger-1,,GERMAN,8_finger,Finger,Finger,,,Tjuka2019,,,,
ENGLISH-8_finger-1,,ENGLISH,8_finger,finger,finger,,,Tjuka2019,,,,
WOLOF-8_finger-1,,WOLOF,8_finger,baaraam loxo,baaraam loxo,,,Tjuka2019,,,,
CZECH-8_finger-1,,CZECH,8_finger,prst na ruce,prst na ruce,,,Tjuka2019,,,,
MARATHI-8_finger-1,,MARATHI,8_finger,बोट,बोट,,,Tjuka2019,,,,
VIETNAMESE-8_finger-1,,VIETNAMESE,8_finger,nóng tay,nóng tay,,,Tjuka2019,,,,
GREEK-8_finger-1,,GREEK,8_finger,δάχτυλο,δάχτυλο,,,Tjuka2019,,,,
PERSIAN-8_finger-1,,PERSIAN,8_finger,انگشت,انگشت,,,Tjuka2019,,,,
CHINESE-8_finger-1,,CHINESE,8_finger,手指,手指,,,Tjuka2019,,,,
KHOEKHOE-8_finger-1,,KHOEKHOE,8_finger,ǀkhunub,ǀkhunub,,,Tjuka2019,,,,
HUNGARIAN-8_finger-1,,HUNGARIAN,8_finger,ujj,ujj,,,Tjuka2019,,,,
JAPANESE-8_finger-1,,JAPANESE,8_finger,指,指,,,Tjuka2019,,,,
HEBREW-8_finger-1,,HEBREW,8_finger,אצבע,אצבע,,,Tjuka2019,,,,
TURKISH-8_finger-1,,TURKISH,8_finger,parmak,parmak,,,Tjuka2019,,,,
MALAY-8_finger-1,,MALAY,8_finger,jari,jari,,,Tjuka2019,,,,
GERMAN-9_foot-1,,GERMAN,9_foot,Fuß,Fuß,,,Tjuka2019,,,,
ENGLISH-9_foot-1,,ENGLISH,9_foot,foot,foot,,,Tjuka2019,,,,
WOLOF-9_foot-1,,WOLOF,9_foot,tank,tank,,,Tjuka2019,,,,
CZECH-9_foot-1,,CZECH,9_foot,noha,noha,,,Tjuka2019,,,,
MARATHI-9_foot-1,,MARATHI,9_foot,पाय,पाय,,,Tjuka2019,,,,
VIETNAMESE-9_foot-1,,VIETNAMESE,9_foot,bàn chân,bàn chân,,,Tjuka2019,,,,
GREEK-9_foot-1,,GREEK,9_foot,πόδι,πόδι,,,Tjuka2019,,,,
PERSIAN-9_foot-1,,PERSIAN,9_foot,پا,پا,,,Tjuka2019,,,,
CHINESE-9_foot-1,,CHINESE,9_foot,脚,脚,,,Tjuka2019,,,,
KHOEKHOE-9_foot-1,,KHOEKHOE,9_foot,ǂ​ais,ǂ​ais,,,Tjuka2019,,,,
HUNGARIAN-9_foot-1,,HUNGARIAN,9_foot,láb,láb,,,Tjuka2019,,,,
JAPANESE-9_foot-1,,JAPANESE,9_foot,足,足,,,Tjuka2019,,,,
HEBREW-9_foot-1,,HEBREW,9_foot,רגל,רגל,,,Tjuka2019,,,,
TURKISH-9_foot-1,,TURKISH,9_foot,ayak,ayak,,,Tjuka2019,,,,
MALAY-9_foot-1,,MALAY,9_foot,kaki,kaki,,,Tjuka2019,,,,
GERMAN-10_hand-1,,GERMAN,10_hand,Hand,Hand,,,Tjuka2019,,,,
ENGLISH-10_hand-1,,ENGLISH,10_hand,hand,hand,,,Tjuka2019,,,,
WOLOF-10_hand-1,,WOLOF,10_hand,loxo,loxo,,,Tjuka2019,,,,
CZECH-10_hand-1,,CZECH,10_hand,ruka,ruka,,,Tjuka2019,,,,
MARATHI-10_hand-1,,MARATHI,10_hand,हात,हात,,,Tjuka2019,,,,
VIETNAMESE-10_hand-1,,VIETNAMESE,10_hand,bàn tay,bàn tay,,,Tjuka2019,,,,
GREEK-10_hand-1,,GREEK,10_hand,χέρι,χέρι,,,Tjuka2019,,,,
PERSIAN-10_hand-1,,PERSIAN,10_hand,دست,دست,,,Tjuka2019,,,,
CHINESE-10_hand-1,,CHINESE,10_hand,手,手,,,Tjuka2019,,,,
KHOEKHOE-10_hand-1,,KHOEKHOE,10_hand,!oms,!oms,,,Tjuka2019,,,,
HUNGARIAN-10_hand-1,,HUNGARIAN,10_hand,kéz,kéz,,,Tjuka2019,,,,
JAPANESE-10_hand-1,,JAPANESE,10_hand,手,手,,,Tjuka2019,,,,
HEBREW-10_hand-1,,HEBREW,10_hand,יד,יד,,,Tjuka2019,,,,
TURKISH-10_hand-1,,TURKISH,10_hand,el,el,,,Tjuka2019,,,,
MALAY-10_hand-1,,MALAY,10_hand,tangan,tangan,,,Tjuka2019,,,,
GERMAN-11_head-1,,GERMAN,11_head,Kopf,Kopf,,,Tjuka2019,,,,
ENGLISH-11_head-1,,ENGLISH,11_head,head,head,,,Tjuka2019,,,,
WOLOF-11_head-1,,WOLOF,11_head,bopp,bopp,,,Tjuka2019,,,,
CZECH-11_head-1,,CZECH,11_head,hlava,hlava,,,Tjuka2019,,,,
MARATHI-11_head-1,,MARATHI,11_head,डोकं,डोकं,,,Tjuka2019,,,,
VIETNAMESE-11_head-1,,VIETNAMESE,11_head,đầu,đầu,,,Tjuka2019,,,,
GREEK-11_head-1,,GREEK,11_head,κεφάλι,κεφάλι,,,Tjuka2019,,,,
PERSIAN-11_head-1,,PERSIAN,11_head,سر,سر,,,Tjuka2019,,,,
CHINESE-11_head-1,,CHINESE,11_head,头,头,,,Tjuka2019,,,,
KHOEKHOE-11_head-1,,KHOEKHOE,11_head,danas,danas,,,Tjuka2019,,,,
HUNGARIAN-11_head-1,,HUNGARIAN,11_head,fej,fej,,,Tjuka2019,,,,
JAPANESE-11_head-1,,JAPANESE,11_head,頭,頭,,,Tjuka2019,,,,
HEBREW-11_head-1,,HEBREW,11_head,ראש,ראש,,,Tjuka2019,,,,
TURKISH-11_head-1,,TURKISH,11_head,kafa/baş,kafa,,,Tjuka2019,,,,
TURKISH-11_head-2,,TURKISH,11_head,kafa/baş,baş,,,Tjuka2019,,,,
MALAY-11_head-1,,MALAY,11_head,kepala,kepala,,,Tjuka2019,,,,
GERMAN-12_heart-1,,GERMAN,12_heart,Herz,Herz,,,Tjuka2019,,,,
ENGLISH-12_heart-1,,ENGLISH,12_heart,heart,heart,,,Tjuka2019,,,,
WOLOF-12_heart-1,,WOLOF,12_heart,xol,xol,,,Tjuka2019,,,,
CZECH-12_heart-1,,CZECH,12_heart,srdce,srdce,,,Tjuka2019,,,,
MARATHI-12_heart-1,,MARATHI,12_heart,ह्रदय,ह्रदय,,,Tjuka2019,,,,
VIETNAMESE-12_heart-1,,VIETNAMESE,12_heart,tim,tim,,,Tjuka2019,,,,
GREEK-12_heart-1,,GREEK,12_heart,καρδιά,καρδιά,,,Tjuka2019,,,,
PERSIAN-12_heart-1,,PERSIAN,12_heart,قلب,قلب,,,Tjuka2019,,,,
CHINESE-12_heart-1,,CHINESE,12_heart,(心)脏,(心)脏,,,Tjuka2019,,,,
KHOEKHOE-12_heart-1,,KHOEKHOE,12_heart,ǂ​gaob,ǂ​gaob,,,Tjuka2019,,,,
HUNGARIAN-12_heart-1,,HUNGARIAN,12_heart,szíz,szíz,,,Tjuka2019,,,,
JAPANESE-12_heart-1,,JAPANESE,12_heart,心臓,心臓,,,Tjuka2019,,,,
HEBREW-12_heart-1,,HEBREW,12_heart,לב,לב,,,Tjuka2019,,,,
TURKISH-12_heart-1,,TURKISH,12_heart,kalp,kalp,,,Tjuka2019,,,,
MALAY-12_heart-1,,MALAY,12_heart,hati,hati,,,Tjuka2019,,,,
GERMAN-13_heel-1,,GERMAN,13_heel,Ferse,Ferse,,,Tjuka2019,,,,
ENGLISH-13_heel-1,,ENGLISH,13_heel,heel,heel,,,Tjuka2019,,,,
CZECH-13_heel-1,,CZECH,13_heel,pata,pata,,,Tjuka2019,,,,
MARATHI-13_heel-1,,MARATHI,13_heel,टाच,टाच,,,Tjuka2019,,,,
VIETNAMESE-13_heel-1,,VIETNAMESE,13_heel,gót chân,gót chân,,,Tjuka2019,,,,
GREEK-13_heel-1,,GREEK,13_heel,φτέρνα,φτέρνα,,,Tjuka2019,,,,
PERSIAN-13_heel-1,,PERSIAN,13_heel,پاشنه,پاشنه,,,Tjuka2019,,,,
CHINESE-13_heel-1,,CHINESE,13_heel,脚跟,脚跟,,,Tjuka2019,,,,
KHOEKHOE-13_heel-1,,KHOEKHOE,13_heel,!nôas,!nôas,,,Tjuka2019,,,,
HUNGARIAN-13_heel-1,,HUNGARIAN,13_heel,sarok,sarok,,,Tjuka2019,,,,
JAPANESE-13_heel-1,,JAPANESE,13_heel,踵,踵,,,Tjuka2019,,,,
HEBREW-13_heel-1,,HEBREW,13_heel,עקב,עקב,,,Tjuka2019,,,,
TURKISH-13_heel-1,,TURKISH,13_heel,topuk,topuk,,,Tjuka2019,,,,
MALAY-13_heel-1,,MALAY,13_heel,tumit,tumit,,,Tjuka2019,,,,
GERMAN-14_hip-1,,GERMAN,14_hip,Hüfte,Hüfte,,,Tjuka2019,,,,
ENGLISH-14_hip-1,,ENGLISH,14_hip,hip,hip,,,Tjuka2019,,,,
WOLOF-14_hip-1,,WOLOF,14_hip,ndiggu,ndiggu,,,Tjuka2019,,,,
CZECH-14_hip-1,,CZECH,14_hip,kyčel,kyčel,,,Tjuka2019,,,,
MARATHI-14_hip-1,,MARATHI,14_hip,पाय,पाय,,,Tjuka2019,,,,
VIETNAMESE-14_hip-1,,VIETNAMESE,14_hip,hông,hông,,,Tjuka2019,,,,
PERSIAN-14_hip-1,,PERSIAN,14_hip,لگن,لگن,,,Tjuka2019,,,,
CHINESE-14_hip-1,,CHINESE,14_hip,臀,臀,,,Tjuka2019,,,,
KHOEKHOE-14_hip-1,,KHOEKHOE,14_hip,ǀ​nanas,ǀ​nanas,,,Tjuka2019,,,,
HUNGARIAN-14_hip-1,,HUNGARIAN,14_hip,csípő,csípő,,,Tjuka2019,,,,
JAPANESE-14_hip-1,,JAPANESE,14_hip,腰,腰,,,Tjuka2019,,,,
TURKISH-14_hip-1,,TURKISH,14_hip,kalça,kalça,,,Tjuka2019,,,,
MALAY-14_hip-1,,MALAY,14_hip,pinggul,pinggul,,,Tjuka2019,,,,
GERMAN-15_knee-1,,GERMAN,15_knee,Knie,Knie,,,Tjuka2019,,,,
ENGLISH-15_knee-1,,ENGLISH,15_knee,knee,knee,,,Tjuka2019,,,,
WOLOF-15_knee-1,,WOLOF,15_knee,óom,óom,,,Tjuka2019,,,,
CZECH-15_knee-1,,CZECH,15_knee,koleno,koleno,,,Tjuka2019,,,,
MARATHI-15_knee-1,,MARATHI,15_knee,गुडघा,गुडघा,,,Tjuka2019,,,,
VIETNAMESE-15_knee-1,,VIETNAMESE,15_knee,đùi gối,đùi gối,,,Tjuka2019,,,,
GREEK-15_knee-1,,GREEK,15_knee,γόνατο,γόνατο,,,Tjuka2019,,,,
PERSIAN-15_knee-1,,PERSIAN,15_knee,زانو,زانو,,,Tjuka2019,,,,
CHINESE-15_knee-1,,CHINESE,15_knee,膝盖,膝盖,,,Tjuka2019,,,,
KHOEKHOE-15_knee-1,,KHOEKHOE,15_knee,​ǁ​goas,​ǁ​goas,,,Tjuka2019,,,,
HUNGARIAN-15_knee-1,,HUNGARIAN,15_knee,térd,térd,,,Tjuka2019,,,,
JAPANESE-15_knee-1,,JAPANESE,15_knee,膝,膝,,,Tjuka2019,,,,
HEBREW-15_knee-1,,HEBREW,15_knee,ברך,ברך,,,Tjuka2019,,,,
TURKISH-15_knee-1,,TURKISH,15_knee,diz,diz,,,Tjuka2019,,,,
MALAY-15_knee-1,,MALAY,15_knee,lutut,lutut,,,Tjuka2019,,,,
GERMAN-16_leg-1,,GERMAN,16_leg,Bein,Bein,,,Tjuka2019,,,,
ENGLISH-16_leg-1,,ENGLISH,16_leg,leg,leg,,,Tjuka2019,,,,
WOLOF-16_leg-1,,WOLOF,16_leg,tank,tank,,,Tjuka2019,,,,
CZECH-16_leg-1,,CZECH,16_leg,noha,noha,,,Tjuka2019,,,,
MARATHI-16_leg-1,,MARATHI,16_leg,कंबर,कंबर,,,Tjuka2019,,,,
VIETNAMESE-16_leg-1,,VIETNAMESE,16_leg,chân,chân,,,Tjuka2019,,,,
GREEK-16_leg-1,,GREEK,16_leg,πόδι,πόδι,,,Tjuka2019,,,,
PERSIAN-16_leg-1,,PERSIAN,16_leg,پا,پا,,,Tjuka2019,,,,
CHINESE-16_leg-1,,CHINESE,16_leg,腿,腿,,,Tjuka2019,,,,
KHOEKHOE-16_leg-1,,KHOEKHOE,16_leg,ǀ​nūb/ǀ​nugu,ǀ​nūb,,,Tjuka2019,,,,
KHOEKHOE-16_leg-2,,KHOEKHOE,16_leg,ǀ​nūb/ǀ​nugu,ǀ​nugu,,,Tjuka2019,,,,
HUNGARIAN-16_leg-1,,HUNGARIAN,16_leg,láb,láb,,,Tjuka2019,,,,
JAPANESE-16_leg-1,,JAPANESE,16_leg,脚,脚,,,Tjuka2019,,,,
HEBREW-16_leg-1,,HEBREW,16_leg,רגל,רגל,,,Tjuka2019,,,,
TURKISH-16_leg-1,,TURKISH,16_leg,bacak,bacak,,,Tjuka2019,,,,
MALAY-16_leg-1,,MALAY,16_leg,kaki,kaki,,,Tjuka2019,,,,
GERMAN-17_mouth-1,,GERMAN,17_mouth,Mund,Mund,,,Tjuka2019,,,,
ENGLISH-17_mouth-1,,ENGLISH,17_mouth,mouth,mouth,,,Tjuka2019,,,,
WOLOF-17_mouth-1,,WOLOF,17_mouth,gémmiñ,gémmiñ,,,Tjuka2019,,,,
CZECH-17_mouth-1,,CZECH,17_mouth,pusa/ústa,pusa,,,Tjuka2019,,,,
CZECH-17_mouth-2,,CZECH,17_mouth,pusa/ústa,ústa,,,Tjuka2019,,,,
MARATHI-17_mouth-1,,MARATHI,17_mouth,तोंड,तोंड,,,Tjuka2019,,,,
VIETNAMESE-17_mouth-1,,VIETNAMESE,17_mouth,miệng/mồm,miệng,,,Tjuka2019,,,,
VIETNAMESE-17_mouth-2,,VIETNAMESE,17_mouth,miệng/mồm,mồm,,,Tjuka2019,,,,
GREEK-17_mouth-1,,GREEK,17_mouth,στόμα,στόμα,,,Tjuka2019,,,,
PERSIAN-17_mouth-1,,PERSIAN,17_mouth,دهان,دهان,,,Tjuka2019,,,,
CHINESE-17_mouth-1,,CHINESE,17_mouth,嘴/口,嘴,,,Tjuka2019,,,,
CHINESE-17_mouth-2,,CHINESE,17_mouth,嘴/口,口,,,Tjuka2019,,,,
KHOEKHOE-17_mouth-1,,KHOEKHOE,17_mouth,am!nâs/ams,am!nâs,,,Tjuka2019,,,,
KHOEKHOE-17_mouth-2,,KHOEKHOE,17_mouth,am!nâs/ams,ams,,,Tjuka2019,,,,
HUNGARIAN-17_mouth-1,,HUNGARIAN,17_mouth,száj,száj,,,Tjuka2019,,,,
JAPANESE-17_mouth-1,,JAPANESE,17_mouth,口,口,,,Tjuka2019,,,,
HEBREW-17_mouth-1,,HEBREW,17_mouth,פה,פה,,,Tjuka2019,,,,
TURKISH-17_mouth-1,,TURKISH,17_mouth,ağız,ağız,,,Tjuka2019,,,,
MALAY-17_mouth-1,,MALAY,17_mouth,mulut,mulut,,,Tjuka2019,,,,
GERMAN-18_neck-1,,GERMAN,18_neck,Hals,Hals,,,Tjuka2019,,,,
ENGLISH-18_neck-1,,ENGLISH,18_neck,neck,neck,,,Tjuka2019,,,,
WOLOF-18_neck-1,,WOLOF,18_neck,baat,baat,,,Tjuka2019,,,,
CZECH-18_neck-1,,CZECH,18_neck,krk,krk,,,Tjuka2019,,,,
MARATHI-18_neck-1,,MARATHI,18_neck,मान,मान,,,Tjuka2019,,,,
VIETNAMESE-18_neck-1,,VIETNAMESE,18_neck,cổ,cổ,,,Tjuka2019,,,,
GREEK-18_neck-1,,GREEK,18_neck,λαιμός,λαιμός,,,Tjuka2019,,,,
PERSIAN-18_neck-1,,PERSIAN,18_neck,گردن,گردن,,,Tjuka2019,,,,
CHINESE-18_neck-1,,CHINESE,18_neck,脖子/颈,脖子,,,Tjuka2019,,,,
CHINESE-18_neck-2,,CHINESE,18_neck,脖子/颈,颈,,,Tjuka2019,,,,
KHOEKHOE-18_neck-1,,KHOEKHOE,18_neck,!aob,!aob,,,Tjuka2019,,,,
HUNGARIAN-18_neck-1,,HUNGARIAN,18_neck,nyak,nyak,,,Tjuka2019,,,,
JAPANESE-18_neck-1,,JAPANESE,18_neck,首,首,,,Tjuka2019,,,,
HEBREW-18_neck-1,,HEBREW,18_neck,צוואר,צוואר,,,Tjuka2019,,,,
TURKISH-18_neck-1,,TURKISH,18_neck,boyun,boyun,,,Tjuka2019,,,,
MALAY-18_neck-1,,MALAY,18_neck,leher,leher,,,Tjuka2019,,,,
GERMAN-19_nose-1,,GERMAN,19_nose,Nase,Nase,,,Tjuka2019,,,,
ENGLISH-19_nose-1,,ENGLISH,19_nose,nose,nose,,,Tjuka2019,,,,
WOLOF-19_nose-1,,WOLOF,19_nose,bàkkan,bàkkan,,,Tjuka2019,,,,
CZECH-19_nose-1,,CZECH,19_nose,nos,nos,,,Tjuka2019,,,,
MARATHI-19_nose-1,,MARATHI,19_nose,नाक,नाक,,,Tjuka2019,,,,
VIETNAMESE-19_nose-1,,VIETNAMESE,19_nose,mũi,mũi,,,Tjuka2019,,,,
GREEK-19_nose-1,,GREEK,19_nose,μύτη,μύτη,,,Tjuka2019,,,,
